KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME,WATANABE Keita POSITION,WATANABE Keita LAP TIME,WATANABE Keita ELAPSED TIME,CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME,Jens ALMEY POSITION,Jens ALMEY LAP TIME,Jens ALMEY ELAPSED TIME
2,7.06,7.06,1,6.71,6.71,4,7.19,7.19,3,7.15,7.15,5,7.24,7.24
2,9.02,16.08,1,8.92,15.63,3,9.01,16.20,4,9.08,16.23,5,9.13,16.37
2,8.36,24.44,1,8.39,24.02,3,8.43,24.63,4,8.51,24.74,5,8.54,24.91
2,8.28,32.72,1,8.55,32.57,3,8.40,33.03,4,8.39,33.13,5,8.67,33.58
1,8.73,41.45,2,8.92,41.49,3,8.75,41.78,4,8.76,41.912,5,8.83,42.494
