BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,Oleksiy KOSHELENKO POSITION,Oleksiy KOSHELENKO LAP TIME,Oleksiy KOSHELENKO ELAPSED TIME
1,6.92,6.92,3,7.43,7.43,4,7.65,7.65,2,7.10,7.10
1,9.04,15.96,3,8.98,16.41,4,9.11,16.76,2,9.00,16.10
1,8.66,24.62,3,8.42,24.83,4,8.57,25.33,2,8.63,24.73
1,8.95,33.57,2,8.83,33.66,4,8.83,34.16,3,9.18,33.91
1,9.08,42.646,2,9.07,42.726,4,9.43,43.588,3,9.35,43.253
