LEE Jung Su POSITION,LEE Jung Su LAP TIME,LEE Jung Su ELAPSED TIME,Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME,GONG Qiuwen POSITION,GONG Qiuwen LAP TIME,GONG Qiuwen ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,Timothy DEWISPELAERE POSITION,Timothy DEWISPELAERE LAP TIME,Timothy DEWISPELAERE ELAPSED TIME
2,6.90,6.90,1,6.75,6.75,3,7.03,7.03,4,7.08,7.08,5,7.27,7.27
2,8.94,15.84,1,8.96,15.71,3,8.95,15.98,4,9.02,16.10,5,9.02,16.29
2,8.49,24.33,1,8.52,24.23,3,8.44,24.42,4,8.59,24.69,5,8.57,24.86
2,8.58,32.91,1,8.61,32.84,3,8.58,33.00,4,8.66,33.35,5,8.99,33.85
3,8.83,41.732,1,8.78,41.616,2,8.71,41.701,4,8.97,42.315,5,9.70,43.550
