WILCZYK Szymon POSITION,WILCZYK Szymon LAP TIME,WILCZYK Szymon ELAPSED TIME,YU Jiyang POSITION,YU Jiyang LAP TIME,YU Jiyang ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Billy SIMMS POSITION,Billy SIMMS LAP TIME,Billy SIMMS ELAPSED TIME
1,7.01,7.01,4,7.30,7.30,2,7.02,7.02,3,7.26,7.26
2,9.17,16.18,4,10.83,18.13,1,8.96,15.98,3,9.07,16.33
2,8.59,24.77,4,10.76,28.89,1,8.41,24.39,3,8.58,24.91
2,8.75,33.52,4,10.53,39.42,1,8.46,32.85,3,8.71,33.62
2,8.95,42.463,4,10.57,49.989,1,8.61,41.455,3,8.89,42.501
