LEE Ho-Suk POSITION,LEE Ho-Suk LAP TIME,LEE Ho-Suk ELAPSED TIME,Jakub JAWORSKI POSITION,Jakub JAWORSKI LAP TIME,Jakub JAWORSKI ELAPSED TIME,Junji ITO POSITION,Junji ITO LAP TIME,Junji ITO ELAPSED TIME,Jordan MALONE POSITION,Jordan MALONE LAP TIME,Jordan MALONE ELAPSED TIME
4,13.410,13.410,3,13.350,13.350,2,13.210,13.210,1,13.050,13.050
3,10.290,23.710,4,10.460,23.810,2,10.290,23.510,1,10.410,23.470
4,10.790,34.510,3,10.550,34.370,2,10.690,34.200,1,10.620,34.100
4,10.640,45.160,3,10.770,45.140,2,10.700,44.900,1,10.690,44.790
3,10.290,55.450,4,10.340,55.480,2,10.450,55.360,1,10.370,55.160
4,9.630,1:05.090,3,9.530,1:05.010,1,9.280,1:04.640,2,9.640,1:04.800
2,9.100,1:14.190,4,9.570,1:14.590,1,9.480,1:14.120,3,9.450,1:14.260
1,8.910,1:23.110,4,9.540,1:24.130,2,9.530,1:23.650,3,9.410,1:23.670
1,9.610,1:32.720,4,9.990,1:34.130,3,9.940,1:33.590,2,9.590,1:33.270
