Marc-Olivier LEMAY POSITION,Marc-Olivier LEMAY LAP TIME,Marc-Olivier LEMAY ELAPSED TIME,Stribor SUMAN POSITION,Stribor SUMAN LAP TIME,Stribor SUMAN ELAPSED TIME,Attila SZASZ POSITION,Attila SZASZ LAP TIME,Attila SZASZ ELAPSED TIME,ANDERMANN Nico POSITION,ANDERMANN Nico LAP TIME,ANDERMANN Nico ELAPSED TIME,Cyprien VACHERON POSITION,Cyprien VACHERON LAP TIME,Cyprien VACHERON ELAPSED TIME
1,14.50,14.50,5,15.00,15.00,2,14.59,14.59,4,14.84,14.84,3,14.71,14.71
1,11.02,25.52,5,11.11,26.11,2,11.05,25.64,4,11.03,25.87,3,11.03,25.74
1,10.67,36.19,5,10.52,36.63,3,10.73,36.37,4,10.60,36.47,2,10.54,36.28
1,10.05,46.24,5,10.38,47.01,3,10.10,46.47,4,10.05,46.52,2,10.08,46.36
1,9.74,55.98,5,10.48,57.49,3,9.76,56.23,4,9.83,56.35,2,9.72,56.08
1,9.42,1:05.40,5,11.15,1:08.64,3,9.36,1:05.59,4,9.36,1:05.71,2,9.41,1:05.49
1,9.30,1:14.70,5,11.12,1:19.76,3,9.31,1:14.90,4,9.29,1:15.00,2,9.30,1:14.79
1,9.19,1:23.89,5,11.47,1:31.23,3,9.30,1:24.20,4,9.31,1:24.31,2,9.19,1:23.98
1,9.32,1:33.21,5,12.18,1:43.41,3,9.36,1:33.56,4,18.05,1:42.36,2,9.32,1:33.30
