Joanna WILLIAMS POSITION,Joanna WILLIAMS LAP TIME,Joanna WILLIAMS ELAPSED TIME,Yvonne KUNZE POSITION,Yvonne KUNZE LAP TIME,Yvonne KUNZE ELAPSED TIME,Myrtille GOLLIN POSITION,Myrtille GOLLIN LAP TIME,Myrtille GOLLIN ELAPSED TIME,WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,Maria GARCIA POSITION,Maria GARCIA LAP TIME,Maria GARCIA ELAPSED TIME
4,7.840,7.840,2,7.603,7.603,5,21.389,21.389,1,7.232,7.232,3,7.816,7.816
4,10.505,18.345,2,9.638,17.241,5,16.758,38.146,1,9.406,16.638,3,9.744,17.559
4,9.396,27.740,2,9.419,26.659,5,10.885,49.030,1,9.313,25.950,3,9.384,26.943
4,9.648,37.388,2,9.549,36.208,5,10.295,59.325,1,9.427,35.376,3,9.432,36.374
4,10.03,47.412,2,9.79,45.997,5,10.63,1:09.946,1,9.82,45.191,3,10.02,46.394
