Ema ZELINSKA POSITION,Ema ZELINSKA LAP TIME,Ema ZELINSKA ELAPSED TIME,JACOBS Gina POSITION,JACOBS Gina LAP TIME,JACOBS Gina ELAPSED TIME,WATANABE Aoi POSITION,WATANABE Aoi LAP TIME,WATANABE Aoi ELAPSED TIME,WANG Kuan-Ming POSITION,WANG Kuan-Ming LAP TIME,WANG Kuan-Ming ELAPSED TIME,Mikayla BIGGS POSITION,Mikayla BIGGS LAP TIME,Mikayla BIGGS ELAPSED TIME
3,16.49,16.49,1,16.17,16.17,2,16.39,16.39,5,16.73,16.73,4,16.63,16.63
2,12.30,28.79,1,12.52,28.69,3,12.41,28.80,5,12.43,29.16,4,12.28,28.91
2,10.56,39.35,1,10.52,39.21,3,10.58,39.38,5,11.24,40.40,4,10.64,39.55
4,10.33,49.68,2,10.13,49.34,1,9.86,49.24,5,11.21,51.61,3,9.93,49.48
4,10.24,59.92,2,10.22,59.56,1,10.22,59.46,5,11.57,1:03.18,3,10.20,59.68
4,10.60,1:10.52,2,10.34,1:09.90,1,10.33,1:09.79,5,11.94,1:15.12,3,10.33,1:10.01
4,11.69,1:22.21,2,10.19,1:20.09,1,10.20,1:19.99,5,12.51,1:27.63,3,10.20,1:20.21
4,13.05,1:35.26,2,10.20,1:30.29,1,10.15,1:30.14,5,14.13,1:41.76,3,10.16,1:30.37
4,14.16,1:49.42,2,10.39,1:40.68,1,10.30,1:40.44,5,13.50,1:55.26,3,10.42,1:40.79
