BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,Grant HESTER POSITION,Grant HESTER LAP TIME,Grant HESTER ELAPSED TIME,Yu MIURA POSITION,Yu MIURA LAP TIME,Yu MIURA ELAPSED TIME
1,7.24,7.24,2,7.43,7.43,3,7.58,7.58,4,7.69,7.69
1,9.55,16.79,2,9.48,16.91,3,9.44,17.02,4,9.42,17.11
1,8.76,25.55,2,8.75,25.66,3,8.86,25.88,4,8.84,25.95
1,8.75,34.30,2,9.08,34.74,4,9.15,35.03,3,8.90,34.85
1,8.92,43.217,2,9.04,43.779,4,9.24,44.267,3,9.01,43.856
