LI Kongchao POSITION,LI Kongchao LAP TIME,LI Kongchao ELAPSED TIME,NOGRADI Bence POSITION,NOGRADI Bence LAP TIME,NOGRADI Bence ELAPSED TIME,TENZER Robin POSITION,TENZER Robin LAP TIME,TENZER Robin ELAPSED TIME,Trevor Xu Xuan TAN POSITION,Trevor Xu Xuan TAN LAP TIME,Trevor Xu Xuan TAN ELAPSED TIME,NEDYALKOV Ivaylo POSITION,NEDYALKOV Ivaylo LAP TIME,NEDYALKOV Ivaylo ELAPSED TIME
1,6.89,6.89,2,7.12,7.12,4,7.43,7.43,3,7.13,7.13,5,8.10,8.10
1,8.94,15.83,2,8.96,16.08,4,9.25,16.68,3,9.25,16.38,5,10.00,18.10
1,8.46,24.29,2,8.47,24.55,4,8.81,25.49,3,8.71,25.09,5,9.63,27.73
1,8.47,32.76,2,8.80,33.35,4,8.87,34.36,3,8.85,33.94,5,10.02,37.75
1,8.60,41.36,2,9.02,42.37,4,8.99,43.35,3,8.90,42.84,5,10.51,48.26
