Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME,Dmitry MIGUNOV POSITION,Dmitry MIGUNOV LAP TIME,Dmitry MIGUNOV ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME
1,6.83,6.83,2,6.96,6.96,3,7.12,7.12,4,7.17,7.17
1,8.84,15.67,2,8.80,15.76,3,8.87,15.99,4,8.95,16.12
1,8.34,24.01,2,8.37,24.13,3,8.40,24.39,4,8.40,24.52
1,8.47,32.48,2,8.42,32.55,3,8.33,32.72,4,8.36,32.88
0,,PHOTO,1,8.54,41.09,0,,PHOTO,4,8.56,41.44
