Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,LEE Eun Byul POSITION,LEE Eun Byul LAP TIME,LEE Eun Byul ELAPSED TIME,Katerina NOVOTNA POSITION,Katerina NOVOTNA LAP TIME,Katerina NOVOTNA ELAPSED TIME,Liesbeth MAU ASAM POSITION,Liesbeth MAU ASAM LAP TIME,Liesbeth MAU ASAM ELAPSED TIME
1,6.94,6.94,2,7.45,7.45,5,7.69,7.69,3,7.46,7.46,4,7.51,7.51
1,9.33,16.27,2,9.15,16.60,5,9.45,17.14,4,9.55,17.01,3,9.28,16.79
1,9.02,25.29,2,8.88,25.48,4,8.68,25.82,5,8.94,25.95,3,8.84,25.63
1,8.92,34.21,2,9.08,34.56,4,8.93,34.75,5,9.11,35.06,3,8.97,34.60
1,9.64,43.848,2,9.38,43.932,3,9.26,44.007,5,9.44,44.493,4,9.43,44.026
