SUNG Si-Bak POSITION,SUNG Si-Bak LAP TIME,SUNG Si-Bak ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME,VOSKRESENSKIY Mikhail POSITION,VOSKRESENSKIY Mikhail LAP TIME,VOSKRESENSKIY Mikhail ELAPSED TIME
0,6.691,6.691,0,6.928,6.928,0,7.234,7.234,0,6.955,6.955
0,9.155,15.846,0,9.070,15.998,0,8.961,16.195,0,9.840,16.794
0,8.715,24.560,0,8.722,24.719,0,9.059,25.254,0,9.338,26.132
0,8.901,33.461,0,9.057,33.776,0,9.303,34.557,0,9.466,35.598
0,,,0,,,0,,,0,,
