HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Jordan MALONE POSITION,Jordan MALONE LAP TIME,Jordan MALONE ELAPSED TIME
3,12.37,12.37,2,12.28,12.28,1,12.23,12.23,4,12.49,12.49
2,9.35,21.72,3,9.45,21.73,1,9.44,21.67,4,9.48,21.97
1,8.74,30.46,3,8.95,30.68,2,8.90,30.57,4,8.83,30.80
1,8.95,39.41,3,8.94,39.62,2,8.93,39.50,4,8.91,39.71
1,9.11,48.52,3,9.10,48.72,2,9.14,48.64,4,9.12,48.83
1,9.11,57.63,3,9.07,57.79,2,9.06,57.70,4,9.07,57.90
1,9.10,1:06.73,4,9.10,1:06.89,2,9.11,1:06.81,3,8.99,1:06.89
1,8.96,1:15.69,3,9.13,1:16.02,2,9.07,1:15.88,4,9.38,1:16.27
1,8.98,1:24.661,3,8.89,1:24.902,2,8.95,1:24.823,4,9.10,1:25.364
