Chris CREVELING POSITION,Chris CREVELING LAP TIME,Chris CREVELING ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME
1,6.80,6.80,3,7.10,7.10,2,6.91,6.91,4,7.14,7.14
1,9.00,15.80,4,9.20,16.30,2,9.08,15.99,3,8.99,16.13
1,8.39,24.19,4,8.54,24.84,2,8.41,24.40,3,8.42,24.55
1,8.48,32.67,4,8.60,33.44,2,8.43,32.83,3,8.46,33.01
1,8.68,41.345,4,8.80,42.233,2,8.55,41.373,3,8.82,41.829
