HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Aydar BEKZHANOV POSITION,Aydar BEKZHANOV LAP TIME,Aydar BEKZHANOV ELAPSED TIME
1,6.80,6.80,3,7.07,7.07,2,6.92,6.92,4,7.19,7.19
1,9.06,15.86,3,9.10,16.17,2,9.04,15.96,4,9.15,16.34
1,8.72,24.58,3,8.88,25.05,2,8.72,24.68,4,8.85,25.19
1,8.86,33.44,3,9.10,34.15,2,8.87,33.55,4,9.07,34.26
1,9.06,42.498,4,9.46,43.603,2,9.11,42.656,3,9.30,43.560
