START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,season,competition,event,gender,round,race
1,6.90,6.90,2,7.04,7.04,3,7.22,7.22,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),500m,m,Rep.Quarterfinals,3
1,8.91,15.81,2,8.88,15.92,3,8.93,16.15,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),500m,m,Rep.Quarterfinals,3
1,8.43,24.24,2,8.40,24.32,3,8.40,24.55,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),500m,m,Rep.Quarterfinals,3
2,8.64,32.88,1,8.46,32.78,3,8.53,33.08,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),500m,m,Rep.Quarterfinals,3
2,8.79,41.67,1,8.74,41.52,3,8.67,41.737,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),500m,m,Rep.Quarterfinals,3
