Michael KOCH POSITION,Michael KOCH LAP TIME,Michael KOCH ELAPSED TIME,Lubomir POPOVSKI POSITION,Lubomir POPOVSKI LAP TIME,Lubomir POPOVSKI ELAPSED TIME,Sebastian PRAUS POSITION,Sebastian PRAUS LAP TIME,Sebastian PRAUS ELAPSED TIME,Stephen LEE POSITION,Stephen LEE LAP TIME,Stephen LEE ELAPSED TIME
3,14.169,14.169,4,14.192,14.192,2,14.143,14.143,1,14.112,14.112
4,10.551,24.720,1,10.395,24.586,3,10.473,24.615,2,10.485,24.597
4,10.099,34.818,3,10.108,34.694,1,9.791,34.406,2,10.021,34.617
4,9.993,44.811,3,9.878,44.571,1,10.033,44.439,2,9.908,44.524
4,10.249,55.060,2,10.159,54.730,1,10.223,54.661,3,10.250,54.774
4,10.357,1:05.416,1,10.284,1:05.014,2,10.378,1:05.039,3,10.401,1:05.175
4,10.479,1:15.895,2,9.810,1:14.824,1,9.566,1:14.605,3,10.014,1:15.188
4,10.686,1:26.581,2,10.120,1:24.943,1,9.665,1:24.269,3,9.798,1:24.986
4,11.82,1:38.394,2,10.34,1:35.281,1,10.16,1:34.423,3,10.35,1:35.335
