Nicola FRANCESCHINA POSITION,Nicola FRANCESCHINA LAP TIME,Nicola FRANCESCHINA ELAPSED TIME,Wim de DEYNE POSITION,Wim de DEYNE LAP TIME,Wim de DEYNE ELAPSED TIME,WOJNOWSKI Mariusz POSITION,WOJNOWSKI Mariusz LAP TIME,WOJNOWSKI Mariusz ELAPSED TIME,Mark JACKSON POSITION,Mark JACKSON LAP TIME,Mark JACKSON ELAPSED TIME
2,6.932,6.932,1,6.661,6.661,3,7.207,7.207,4,7.234,7.234
2,9.102,16.034,1,8.916,15.577,3,9.196,16.403,4,9.182,16.416
2,8.481,24.514,1,8.676,24.252,4,9.066,25.468,3,8.735,25.151
2,8.792,33.306,1,8.968,33.220,4,9.410,34.878,3,9.030,34.180
2,9.13,42.428,1,9.11,42.325,4,9.59,44.467,3,9.29,43.466
