Roberto SERRA POSITION,Roberto SERRA LAP TIME,Roberto SERRA ELAPSED TIME,J P KEPKA POSITION,J P KEPKA LAP TIME,J P KEPKA ELAPSED TIME,Krystian ZDROJKOWSKI POSITION,Krystian ZDROJKOWSKI LAP TIME,Krystian ZDROJKOWSKI ELAPSED TIME,Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME
3,7.2162,7.2162,1,7.0977,7.0977,4,7.3086,7.3086,2,7.1684,7.1684
2,9.1910,16.4072,1,9.0569,16.1546,4,9.7239,17.0325,3,9.2659,16.4343
2,8.4672,24.8744,3,8.7758,24.9304,4,8.4506,25.4831,1,8.4309,24.8652
2,8.6447,33.5191,3,8.7373,33.6677,4,8.8260,34.3091,1,8.6146,33.4798
3,9.36,42.872,2,8.81,42.471,4,9.05,43.359,1,8.92,42.398
