HUANG Lan POSITION,HUANG Lan LAP TIME,HUANG Lan ELAPSED TIME,Nagiho YOSHIDA POSITION,Nagiho YOSHIDA LAP TIME,Nagiho YOSHIDA ELAPSED TIME,Milada DOSLA POSITION,Milada DOSLA LAP TIME,Milada DOSLA ELAPSED TIME,BINEY Maame POSITION,BINEY Maame LAP TIME,BINEY Maame ELAPSED TIME,HAYWARD Charlotte POSITION,HAYWARD Charlotte LAP TIME,HAYWARD Charlotte ELAPSED TIME
2,14.59,,3,14.67,14.67,5,14.74,14.74,1,14.51,14.51,4,14.69,14.69
3,11.57,,2,11.44,26.11,4,11.60,26.34,1,11.56,26.07,5,11.79,26.48
3,10.56,,1,10.32,36.43,4,10.50,36.84,2,10.52,36.59,5,10.47,36.95
3,10.39,,2,10.58,47.01,4,10.37,47.21,1,10.32,46.91,5,10.37,47.32
3,10.54,,2,10.52,57.53,4,10.58,57.79,1,10.54,57.45,5,10.62,57.94
3,9.94,,2,9.96,1:07.49,4,9.96,1:07.75,1,9.93,1:07.38,5,10.07,1:08.01
3,9.63,,2,9.65,1:17.14,4,9.62,1:17.37,1,9.67,1:17.05,5,9.93,1:17.94
3,9.85,,4,10.16,1:27.30,2,9.61,1:26.98,1,9.61,1:26.66,5,10.34,1:28.28
3,10.03,,4,10.04,1:37.34,2,9.79,1:36.77,1,10.03,1:36.69,4,10.50,1:38.785
