SEJPALOVA-HRUZOVA Michaela POSITION,SEJPALOVA-HRUZOVA Michaela LAP TIME,SEJPALOVA-HRUZOVA Michaela ELAPSED TIME,EFREMENKOVA Ekaterina POSITION,EFREMENKOVA Ekaterina LAP TIME,EFREMENKOVA Ekaterina ELAPSED TIME,Deanna LOCKETT POSITION,Deanna LOCKETT LAP TIME,Deanna LOCKETT ELAPSED TIME,FILIPOVA Lucia POSITION,FILIPOVA Lucia LAP TIME,FILIPOVA Lucia ELAPSED TIME,UZAKOVA Mariia-Mahdalyna POSITION,UZAKOVA Mariia-Mahdalyna LAP TIME,UZAKOVA Mariia-Mahdalyna ELAPSED TIME
2,14.72,14.72,1,14.58,14.58,4,14.85,14.85,3,14.84,14.84,5,15.02,15.02
2,10.68,25.40,1,10.69,25.27,4,10.77,25.62,3,10.67,25.51,5,10.71,25.73
2,10.18,35.58,1,10.21,35.48,3,10.00,35.62,4,10.17,35.68,5,10.09,35.82
2,9.55,45.13,1,9.56,45.04,3,9.62,45.24,4,9.70,45.38,5,9.69,45.51
2,9.59,54.72,1,9.57,54.61,3,9.57,54.81,4,9.55,54.93,5,9.55,55.06
2,9.60,1:04.32,1,9.59,1:04.20,3,9.60,1:04.41,4,9.59,1:04.52,5,9.63,1:04.69
2,9.66,1:13.98,1,9.58,1:13.78,3,9.67,1:14.08,4,9.77,1:14.29,5,9.79,1:14.48
2,9.85,1:23.83,1,9.82,1:23.60,3,9.80,1:23.88,4,10.06,1:24.35,5,10.13,1:24.61
3,10.17,1:34.00,1,9.96,1:33.56,2,9.89,1:33.77,4,10.34,1:34.69,5,10.49,1:35.10
