Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,Alyson DUDEK POSITION,Alyson DUDEK LAP TIME,Alyson DUDEK ELAPSED TIME,WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME
2,7.41,7.41,1,7.18,7.18,3,7.52,7.52,4,7.82,7.82
2,9.36,16.77,1,9.29,16.47,3,9.45,16.97,4,9.57,17.39
2,8.81,25.58,1,8.95,25.42,3,9.01,25.98,4,8.88,26.27
2,8.96,34.54,1,9.01,34.43,3,9.02,35.00,4,8.97,35.24
2,9.25,43.787,1,9.31,43.738,3,9.14,44.139,4,22.97,58.206
