Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,Xeniya MOTOVA POSITION,Xeniya MOTOVA LAP TIME,Xeniya MOTOVA ELAPSED TIME,Gabrielle WILLIAMSON-DERRAUGH POSITION,Gabrielle WILLIAMSON-DERRAUGH LAP TIME,Gabrielle WILLIAMSON-DERRAUGH ELAPSED TIME
3,13.22,13.22,1,12.84,12.84,4,13.44,13.44,2,13.00,13.00
3,9.62,22.84,1,9.76,22.60,4,9.61,23.05,2,9.70,22.70
3,9.85,32.69,1,9.91,32.51,4,9.79,32.84,2,9.90,32.60
3,9.97,42.66,1,9.96,42.47,4,9.98,42.82,2,10.00,42.60
3,10.12,52.78,1,10.11,52.58,4,10.15,52.97,2,10.09,52.69
3,10.05,1:02.83,1,10.06,1:02.64,4,10.18,1:03.15,2,10.05,1:02.74
3,10.13,1:12.96,1,10.13,1:12.77,4,10.59,1:13.74,2,10.11,1:12.85
2,10.27,1:23.23,1,10.30,1:23.07,4,11.23,1:24.97,3,10.46,1:23.31
2,10.54,1:33.765,1,10.59,1:33.654,4,11.91,1:36.873,3,10.66,1:33.967
