Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,Alyson DUDEK POSITION,Alyson DUDEK LAP TIME,Alyson DUDEK ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,Alex STANLEY POSITION,Alex STANLEY LAP TIME,Alex STANLEY ELAPSED TIME
1,12.87,12.87,3,13.07,13.07,2,12.97,12.97,4,13.20,13.20
1,10.09,22.96,3,10.09,23.16,2,10.07,23.04,4,10.08,23.28
1,9.90,32.86,3,9.81,32.97,2,9.92,32.96,4,9.84,33.12
1,9.60,42.46,3,9.64,42.61,2,9.58,42.54,4,9.69,42.81
1,9.68,52.14,3,9.71,52.32,2,9.69,52.23,4,9.67,52.48
1,9.78,1:01.92,3,9.79,1:02.11,2,9.79,1:02.02,4,9.82,1:02.30
1,9.92,1:11.84,3,9.94,1:12.05,2,9.93,1:11.95,4,9.98,1:12.28
1,9.96,1:21.80,3,9.88,1:21.93,2,9.95,1:21.90,4,10.30,1:22.58
1,9.93,1:31.730,3,10.04,1:31.967,2,9.95,1:31.849,4,10.86,1:33.439
