FU Tian Yu POSITION,FU Tian Yu LAP TIME,FU Tian Yu ELAPSED TIME,KIM Min-Jee POSITION,KIM Min-Jee LAP TIME,KIM Min-Jee ELAPSED TIME,Maria GARCIA POSITION,Maria GARCIA LAP TIME,Maria GARCIA ELAPSED TIME,Marta CAPURSO POSITION,Marta CAPURSO LAP TIME,Marta CAPURSO ELAPSED TIME
4,15.835,15.835,1,15.577,15.577,2,15.720,15.720,3,15.812,15.812
3,10.429,26.264,1,10.277,25.853,4,10.556,26.275,2,10.434,26.245
3,10.320,36.584,2,10.505,36.357,4,10.373,36.647,1,9.986,36.231
4,9.969,46.552,1,9.592,45.949,3,9.859,46.505,2,10.264,46.495
3,9.926,56.478,1,10.186,56.134,4,10.051,56.555,2,9.751,56.245
3,9.801,1:06.279,2,9.817,1:05.951,4,9.902,1:06.457,1,9.703,1:05.948
3,9.591,1:15.870,2,9.696,1:15.646,4,9.787,1:16.244,1,9.656,1:15.604
3,9.452,1:25.321,2,9.624,1:25.270,4,10.490,1:26.734,1,9.373,1:24.976
2,9.67,1:34.991,3,9.76,1:35.027,4,10.58,1:37.307,1,10.01,1:34.981
