Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Selma POUTSMA POSITION,Selma POUTSMA LAP TIME,Selma POUTSMA ELAPSED TIME,Kasandra BRADETTE POSITION,Kasandra BRADETTE LAP TIME,Kasandra BRADETTE ELAPSED TIME,Andrea KESZLER POSITION,Andrea KESZLER LAP TIME,Andrea KESZLER ELAPSED TIME
1,7.26,7.26,2,7.40,7.40,3,7.51,7.51,4,7.65,7.65
1,9.37,16.63,2,9.34,16.74,3,9.32,16.83,4,9.28,16.93
1,8.77,25.40,2,8.79,25.53,3,8.78,25.61,4,8.81,25.74
1,8.90,34.30,2,8.85,34.38,3,8.89,34.50,4,8.86,34.60
1,9.14,43.44,0,,PHOTO,3,,43.529,4,9.08,43.655
