FERCOQ Quentin POSITION,FERCOQ Quentin LAP TIME,FERCOQ Quentin ELAPSED TIME,EYBOG Daniil POSITION,EYBOG Daniil LAP TIME,EYBOG Daniil ELAPSED TIME,ZHAXYBAYEV Mersaid POSITION,ZHAXYBAYEV Mersaid LAP TIME,ZHAXYBAYEV Mersaid ELAPSED TIME,Jonathan SO POSITION,Jonathan SO LAP TIME,Jonathan SO ELAPSED TIME
1,6.71,6.71,3,7.06,7.06,2,6.86,6.86,4,7.13,7.13
1,8.80,15.51,3,8.87,15.93,2,8.75,15.61,4,8.83,15.96
1,8.43,23.94,3,8.36,24.29,2,8.42,24.03,4,8.50,24.46
1,8.57,32.51,2,8.32,32.61,3,8.92,32.95,4,8.54,33.00
1,8.84,41.35,2,8.78,41.39,3,8.85,41.80,4,9.40,42.40
