Tina GRASSOW POSITION,Tina GRASSOW LAP TIME,Tina GRASSOW ELAPSED TIME,Valerie MALTAIS POSITION,Valerie MALTAIS LAP TIME,Valerie MALTAIS ELAPSED TIME,Emily SCOTT POSITION,Emily SCOTT LAP TIME,Emily SCOTT ELAPSED TIME,Charlotte GILMARTIN POSITION,Charlotte GILMARTIN LAP TIME,Charlotte GILMARTIN ELAPSED TIME
3,13.57,13.57,1,13.48,13.48,2,13.57,13.57,4,13.78,13.78
4,10.41,23.98,1,10.15,23.63,2,10.18,23.75,3,10.07,23.85
4,10.03,34.01,1,10.09,33.72,2,10.06,33.81,3,10.06,33.91
4,9.98,43.99,1,9.97,43.69,2,9.97,43.78,3,9.99,43.90
4,9.80,53.79,1,9.83,53.52,2,9.82,53.60,3,9.79,53.69
4,9.57,1:03.36,1,9.59,1:03.11,2,9.58,1:03.18,3,9.60,1:03.29
4,9.69,1:13.05,1,9.61,1:12.72,2,9.63,1:12.81,3,9.63,1:12.92
4,9.65,1:22.70,1,9.66,1:22.38,2,9.65,1:22.46,3,9.64,1:22.56
4,9.85,1:32.544,1,9.82,1:32.193,2,9.81,1:32.266,3,9.81,1:32.365
