Roberto SERRA POSITION,Roberto SERRA LAP TIME,Roberto SERRA ELAPSED TIME,Matthew LINDSAY POSITION,Matthew LINDSAY LAP TIME,Matthew LINDSAY ELAPSED TIME,LI Jiajun POSITION,LI Jiajun LAP TIME,LI Jiajun ELAPSED TIME,Pieter GYSEL POSITION,Pieter GYSEL LAP TIME,Pieter GYSEL ELAPSED TIME
1,6.824,6.824,4,7.297,7.297,3,7.056,7.056,2,6.844,6.844
2,9.185,16.009,4,9.621,16.917,3,9.130,16.185,1,9.143,15.986
1,8.721,24.729,4,9.440,26.357,3,8.709,24.894,2,8.885,24.871
1,8.870,33.598,4,9.647,36.004,2,8.819,33.712,3,8.993,33.864
2,9.43,43.027,4,10.17,46.172,1,9.18,42.890,3,9.33,43.185
