START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,season,competition,event,gender,round,race
3,12.22,12.22,1,12.01,12.01,4,12.33,12.33,2,12.08,12.08,2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),5000mRelay,m,Quarterfinals,1
3,8.97,21.19,1,8.88,20.89,4,9.10,21.43,2,8.98,21.06,2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),5000mRelay,m,Quarterfinals,1
3,8.86,30.05,1,8.89,29.78,4,8.83,30.26,2,8.82,29.88,2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),5000mRelay,m,Quarterfinals,1
3,8.81,38.86,1,8.87,38.65,4,8.87,39.13,2,8.84,38.72,2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),5000mRelay,m,Quarterfinals,1
3,8.83,47.69,1,8.77,47.42,4,8.71,47.84,2,8.84,47.56,2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),5000mRelay,m,Quarterfinals,1
3,8.77,56.46,1,8.84,56.26,4,8.77,56.61,2,8.79,56.35,2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),5000mRelay,m,Quarterfinals,1
3,8.99,1:05.45,1,8.95,1:05.21,4,9.15,1:05.76,2,8.99,1:05.34,2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),5000mRelay,m,Quarterfinals,1
3,8.89,1:14.34,1,8.91,1:14.12,4,8.93,1:14.69,2,8.85,1:14.19,2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),5000mRelay,m,Quarterfinals,1
3,9.07,1:23.41,1,9.05,1:23.17,4,8.88,1:23.57,2,9.05,1:23.24,2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),5000mRelay,m,Quarterfinals,1
3,8.94,1:32.35,1,8.96,1:32.13,4,8.97,1:32.54,2,8.99,1:32.23,2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),5000mRelay,m,Quarterfinals,1
3,8.83,1:41.18,1,8.86,1:40.99,4,8.85,1:41.39,2,8.85,1:41.08,2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),5000mRelay,m,Quarterfinals,1
3,8.82,1:50.00,1,8.77,1:49.76,4,8.74,1:50.13,2,8.83,1:49.91,2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),5000mRelay,m,Quarterfinals,1
3,8.86,1:58.86,1,8.90,1:58.66,4,9.13,1:59.26,2,8.84,1:58.75,2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),5000mRelay,m,Quarterfinals,1
3,8.89,2:07.75,1,8.81,2:07.47,4,8.85,2:08.11,2,8.80,2:07.55,2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),5000mRelay,m,Quarterfinals,1
3,8.87,2:16.62,1,8.96,2:16.43,4,8.76,2:16.87,2,8.95,2:16.50,2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),5000mRelay,m,Quarterfinals,1
3,8.93,2:25.55,1,8.93,2:25.36,4,8.87,2:25.74,2,8.93,2:25.43,2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),5000mRelay,m,Quarterfinals,1
3,8.81,2:34.36,1,8.83,2:34.19,4,8.80,2:34.54,2,8.82,2:34.25,2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),5000mRelay,m,Quarterfinals,1
3,8.84,2:43.20,1,8.81,2:43.00,4,8.82,2:43.36,2,8.83,2:43.08,2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),5000mRelay,m,Quarterfinals,1
3,8.94,2:52.14,1,8.94,2:51.94,4,9.15,2:52.51,2,8.96,2:52.04,2018-2019,ISU World Cup 2018/19 - Almaty (KAZ),5000mRelay,m,Quarterfinals,1
