Jordan MALONE POSITION,Jordan MALONE LAP TIME,Jordan MALONE ELAPSED TIME,Tomasz WROBLEWSKI POSITION,Tomasz WROBLEWSKI LAP TIME,Tomasz WROBLEWSKI ELAPSED TIME,Jeremy BECK POSITION,Jeremy BECK LAP TIME,Jeremy BECK ELAPSED TIME,Andriy KOZHUKH POSITION,Andriy KOZHUKH LAP TIME,Andriy KOZHUKH ELAPSED TIME
1,14.910,14.910,2,15.260,15.260,4,15.480,15.480,3,15.280,15.280
2,11.470,26.390,3,11.270,26.530,4,11.200,26.690,1,10.800,26.080
2,9.810,36.200,3,9.840,36.380,4,9.810,36.510,1,9.990,36.070
2,10.250,46.450,3,10.190,46.570,4,10.100,46.610,1,10.190,46.270
1,10.320,56.780,3,10.420,56.990,4,10.410,57.030,2,10.500,56.780
1,10.170,1:06.950,4,10.460,1:07.460,3,10.370,1:07.410,2,10.570,1:07.350
1,9.570,1:16.530,2,10.350,1:17.810,3,10.460,1:17.870,4,11.630,1:18.990
1,9.970,1:26.500,3,10.760,1:28.580,2,10.170,1:28.040,4,11.320,1:30.310
1,10.890,1:37.390,3,11.310,1:39.900,2,10.710,1:38.750,4,11.250,1:41.570
