SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME,SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME,SEJPALOVA-HRUZOVA Michaela POSITION,SEJPALOVA-HRUZOVA Michaela LAP TIME,SEJPALOVA-HRUZOVA Michaela ELAPSED TIME,Iong A KIM POSITION,Iong A KIM LAP TIME,Iong A KIM ELAPSED TIME,GAGNON Claudia POSITION,GAGNON Claudia LAP TIME,GAGNON Claudia ELAPSED TIME
2,13.64,13.64,1,13.53,13.53,4,13.78,13.78,3,13.75,13.75,5,13.89,13.89
2,9.99,23.63,1,9.93,23.46,5,10.16,23.94,3,9.98,23.73,4,10.04,23.93
2,9.82,33.45,1,9.88,33.34,5,9.85,33.79,3,9.82,33.55,4,9.73,33.66
2,9.84,43.29,1,9.86,43.20,5,9.85,43.64,3,9.84,43.39,4,9.81,43.47
2,9.65,52.94,1,9.65,52.85,5,9.67,53.31,3,9.64,53.03,4,9.67,53.14
2,9.56,1:02.50,1,9.55,1:02.40,5,9.58,1:02.89,3,9.54,1:02.57,4,9.53,1:02.67
2,9.49,1:11.99,1,9.49,1:11.89,5,9.59,1:12.48,3,9.53,1:12.10,4,9.52,1:12.19
2,9.42,1:21.41,1,9.43,1:21.32,5,9.61,1:22.09,3,9.42,1:21.52,4,9.39,1:21.58
2,9.43,1:30.84,1,9.46,1:30.78,5,9.65,1:31.74,3,9.44,1:30.96,4,9.45,1:31.03
