CHOI Jung-Won POSITION,CHOI Jung-Won LAP TIME,CHOI Jung-Won ELAPSED TIME,Maria ORLOVA POSITION,Maria ORLOVA LAP TIME,Maria ORLOVA ELAPSED TIME,Kimberly DERRICK POSITION,Kimberly DERRICK LAP TIME,Kimberly DERRICK ELAPSED TIME,de VRIES Rianne POSITION,de VRIES Rianne LAP TIME,de VRIES Rianne ELAPSED TIME
4,14.61,14.61,3,14.40,14.40,2,14.31,14.31,1,14.22,14.22
4,11.31,25.92,1,11.06,25.46,3,11.43,25.74,2,11.35,25.57
4,10.39,36.31,1,10.35,35.81,3,10.27,36.01,2,10.34,35.91
4,10.74,47.05,1,10.27,46.08,3,10.28,46.29,2,10.26,46.17
4,11.67,58.72,1,10.24,56.32,3,10.29,56.58,2,10.27,56.44
4,12.23,1:10.95,1,10.04,1:06.36,3,10.00,1:06.58,2,10.03,1:06.47
4,12.45,1:23.40,1,9.94,1:16.30,3,9.96,1:16.54,2,9.94,1:16.41
4,14.22,1:37.62,1,10.17,1:26.47,3,10.09,1:26.63,2,10.18,1:26.59
4,13.43,1:51.050,1,10.22,1:36.687,2,10.14,1:36.769,3,10.44,1:37.028
