KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Guillaume BASTILLE POSITION,Guillaume BASTILLE LAP TIME,Guillaume BASTILLE ELAPSED TIME,Yuma SAKURAI POSITION,Yuma SAKURAI LAP TIME,Yuma SAKURAI ELAPSED TIME,CHEN Dequan POSITION,CHEN Dequan LAP TIME,CHEN Dequan ELAPSED TIME,LEE Han-Bin POSITION,LEE Han-Bin LAP TIME,LEE Han-Bin ELAPSED TIME
2,7.05,7.05,1,6.90,6.90,4,7.30,7.30,3,7.14,7.14,5,7.37,7.37
2,8.98,16.03,1,9.04,15.94,5,9.38,16.68,3,9.08,16.22,4,9.09,16.46
2,8.61,24.64,1,8.61,24.55,5,8.75,25.43,3,8.56,24.78,4,8.48,24.94
2,8.73,33.37,1,8.69,33.24,5,8.80,34.23,3,8.69,33.47,4,8.72,33.66
2,8.83,42.199,1,8.91,42.145,5,8.92,43.150,3,8.78,42.241,4,9.01,42.664
