LI Hongshuang POSITION,LI Hongshuang LAP TIME,LI Hongshuang ELAPSED TIME,WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME,VALCEPINA Arianna POSITION,VALCEPINA Arianna LAP TIME,VALCEPINA Arianna ELAPSED TIME,Tamara FREDERICK POSITION,Tamara FREDERICK LAP TIME,Tamara FREDERICK ELAPSED TIME
1,13.38,13.38,2,13.47,13.47,3,13.53,13.53,4,13.66,13.66
1,10.55,23.93,2,10.59,24.06,3,10.62,24.15,4,10.55,24.21
1,10.60,34.53,2,10.57,34.63,3,10.57,34.72,4,10.59,34.80
1,10.46,44.99,2,10.44,45.07,3,10.43,45.15,4,10.43,45.23
1,10.37,55.36,2,10.37,55.44,3,10.38,55.53,4,10.43,55.66
1,10.09,1:05.45,2,10.10,1:05.54,3,10.13,1:05.66,4,10.17,1:05.83
1,9.81,1:15.26,2,9.83,1:15.37,3,9.81,1:15.47,4,10.30,1:16.13
1,9.83,1:25.09,2,9.81,1:25.18,3,9.83,1:25.30,4,10.88,1:27.01
1,9.86,1:34.949,2,9.86,1:35.035,3,9.91,1:35.202,4,11.72,1:38.730
