Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME,Vojtech LOUDIN POSITION,Vojtech LOUDIN LAP TIME,Vojtech LOUDIN ELAPSED TIME,Edin BRANKOVIC POSITION,Edin BRANKOVIC LAP TIME,Edin BRANKOVIC ELAPSED TIME,Sebastian PRAUS POSITION,Sebastian PRAUS LAP TIME,Sebastian PRAUS ELAPSED TIME
1,2.09,2.09,3,12.98,12.98,4,13.16,13.16,2,12.87,12.87
1,0.00,23.01,2,10.19,23.18,4,10.38,23.55,3,10.44,23.32
1,9.62,32.64,2,9.82,33.00,4,9.87,33.42,3,10.01,33.34
1,10.04,42.69,2,9.84,42.85,4,9.77,43.19,3,9.82,43.16
1,9.94,52.63,2,9.81,52.66,4,9.87,53.07,3,9.70,52.86
1,9.49,1:02.13,2,9.53,1:02.19,4,9.51,1:02.58,3,9.55,1:02.41
1,9.40,1:11.54,2,9.47,1:11.67,4,9.66,1:12.25,3,9.46,1:11.88
1,9.75,1:21.29,3,9.88,1:21.56,4,9.59,1:21.85,2,9.67,1:21.55
2,10.04,1:31.330,3,9.82,1:31.376,4,10.09,1:31.939,1,9.72,1:31.264
