Viktor DIMITROV POSITION,Viktor DIMITROV LAP TIME,Viktor DIMITROV ELAPSED TIME,Robert BECKER POSITION,Robert BECKER LAP TIME,Robert BECKER ELAPSED TIME,Fumihiko KAKUBARI POSITION,Fumihiko KAKUBARI LAP TIME,Fumihiko KAKUBARI ELAPSED TIME,HAN Jialiang POSITION,HAN Jialiang LAP TIME,HAN Jialiang ELAPSED TIME
4,12.80,12.80,3,12.38,12.38,1,12.27,12.27,2,12.36,12.36
4,10.18,22.98,2,10.27,22.66,1,10.36,22.64,3,10.56,22.92
4,10.17,33.16,2,10.30,32.96,1,10.12,32.76,3,10.09,33.01
4,9.38,42.54,3,9.37,42.34,2,9.46,42.23,1,9.10,42.12
4,9.39,51.93,3,9.36,51.70,2,9.34,51.57,1,9.28,51.40
4,9.79,1:01.72,3,9.37,1:01.07,2,9.35,1:00.93,1,9.31,1:00.72
4,10.25,1:11.98,3,9.16,1:10.24,2,9.21,1:10.15,1,9.35,1:10.07
4,10.59,1:22.58,3,9.35,1:19.59,2,9.16,1:19.32,1,9.14,1:19.22
4,11.00,1:33.572,3,9.34,1:28.925,2,9.56,1:28.872,1,9.54,1:28.758
