MANOILOVA Katrin POSITION,MANOILOVA Katrin LAP TIME,MANOILOVA Katrin ELAPSED TIME,THOMSON Kathryn POSITION,THOMSON Kathryn LAP TIME,THOMSON Kathryn ELAPSED TIME,BACSKAI Sara Luca POSITION,BACSKAI Sara Luca LAP TIME,BACSKAI Sara Luca ELAPSED TIME,SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME,PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME
4,7.98,7.98,2,7.74,7.74,5,9.88,9.88,1,7.62,7.62,3,7.75,7.75
4,9.75,17.73,3,9.82,17.56,5,11.71,21.59,1,9.64,17.26,2,9.62,17.37
4,9.17,26.90,3,9.13,26.69,5,11.27,32.86,1,9.19,26.45,2,9.17,26.54
4,9.32,36.22,3,9.16,35.85,5,12.34,45.20,2,9.29,35.74,1,9.11,35.65
4,9.56,45.78,0,,PHOTO,5,12.69,57.89,0,,PHOTO,1,9.56,45.21
