Hironobu MURATAKE POSITION,Hironobu MURATAKE LAP TIME,Hironobu MURATAKE ELAPSED TIME,Clement FLORAC POSITION,Clement FLORAC LAP TIME,Clement FLORAC ELAPSED TIME,Maksim SIARHEYU POSITION,Maksim SIARHEYU LAP TIME,Maksim SIARHEYU ELAPSED TIME,MOODY Jonathan POSITION,MOODY Jonathan LAP TIME,MOODY Jonathan ELAPSED TIME,WILCZYK Szymon POSITION,WILCZYK Szymon LAP TIME,WILCZYK Szymon ELAPSED TIME,Christopher JARDEN POSITION,Christopher JARDEN LAP TIME,Christopher JARDEN ELAPSED TIME
1,13.48,13.48,2,13.62,,3,13.74,13.74,4,13.81,13.81,5,13.96,13.96,6,14.08,14.08
1,10.15,23.63,5,18.51,,6,21.04,34.78,4,17.01,30.82,2,9.98,23.94,3,10.03,24.11
1,9.80,33.43,5,15.52,,6,14.97,49.75,4,14.63,45.45,2,9.59,33.53,3,9.52,33.63
1,9.74,43.17,5,12.30,,6,12.63,1:02.38,4,10.25,55.70,2,9.72,43.25,3,9.71,43.34
1,9.75,52.92,5,11.15,,6,13.12,1:15.50,4,9.69,1:05.39,2,9.76,53.01,3,9.80,53.14
1,9.46,1:02.38,5,11.45,,6,12.42,1:27.92,4,9.64,1:15.03,2,9.46,1:02.47,3,9.51,1:02.65
1,9.35,1:11.73,5,11.00,,6,12.55,1:40.47,4,9.87,1:24.90,2,9.36,1:11.83,3,9.36,1:12.01
1,9.31,1:21.04,5,10.99,,6,11.56,1:52.03,4,10.15,1:35.05,2,9.33,1:21.16,3,9.43,1:21.44
1,9.54,1:30.58,5,11.30,,6,11.23,2:03.26,4,10.44,1:45.49,2,9.54,1:30.70,3,9.93,1:31.345
