Kyle UYEHARA POSITION,Kyle UYEHARA LAP TIME,Kyle UYEHARA ELAPSED TIME,CHEN Xin POSITION,CHEN Xin LAP TIME,CHEN Xin ELAPSED TIME,Petr HARGAS POSITION,Petr HARGAS LAP TIME,Petr HARGAS ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME
2,7.013,7.013,1,6.921,6.921,3,7.187,7.187,4,7.444,7.444
1,9.191,16.204,2,9.394,16.315,3,9.350,16.537,4,9.203,16.647
1,8.916,25.120,4,10.756,27.071,2,9.000,25.536,3,9.003,25.649
1,9.022,34.142,2,7.546,34.617,3,9.289,34.825,4,9.264,34.913
1,9.361,43.503,2,9.196,43.814,4,10.003,44.828,3,9.689,44.602
