Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME,Adam FILIPOWICZ POSITION,Adam FILIPOWICZ LAP TIME,Adam FILIPOWICZ ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME
2,17.35,17.35,1,17.10,17.10,0,,
2,13.06,30.41,1,13.19,30.30,0,,
2,12.56,42.98,1,12.53,42.83,0,,
2,12.27,55.25,1,12.30,55.14,0,,
2,12.07,1:07.33,1,12.06,1:07.21,0,,
2,11.51,1:18.84,1,11.60,1:18.81,0,,
1,9.48,1:28.33,2,9.55,1:28.36,0,,
1,9.27,1:37.61,2,9.28,1:37.65,0,,
1,9.34,1:46.951,2,9.42,1:47.061,0,,DNS
