Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Ingmar van RIEL POSITION,Ingmar van RIEL LAP TIME,Ingmar van RIEL ELAPSED TIME,Dmytro POLTAVETS POSITION,Dmytro POLTAVETS LAP TIME,Dmytro POLTAVETS ELAPSED TIME
1,6.600,6.600,3,7.200,7.200,2,6.890,6.890,4,7.380,7.380
1,9.360,15.960,4,9.240,16.440,2,9.490,16.380,3,9.050,16.440
1,8.940,24.910,4,8.960,25.400,3,8.760,25.150,2,8.690,25.130
1,9.100,34.010,4,9.040,34.440,2,9.150,34.300,3,9.300,34.440
1,9.540,43.560,3,9.440,43.880,2,9.540,43.850,4,9.520,43.960
