Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME,Selim TANRIKULU POSITION,Selim TANRIKULU LAP TIME,Selim TANRIKULU ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME,Vojtech LOUDIN POSITION,Vojtech LOUDIN LAP TIME,Vojtech LOUDIN ELAPSED TIME
1,7.16,7.16,3,7.42,7.42,2,7.25,7.25,4,7.57,7.57
1,9.15,16.31,3,9.24,16.66,2,9.19,16.44,4,9.11,16.68
1,8.89,25.20,4,9.37,26.03,2,8.91,25.35,3,8.78,25.46
1,8.86,34.06,4,10.04,36.07,3,8.94,34.29,2,8.81,34.27
1,8.99,43.049,4,11.00,47.064,3,9.26,43.542,2,9.02,43.286
