Volodymyr GRYGORIEV POSITION,Volodymyr GRYGORIEV LAP TIME,Volodymyr GRYGORIEV ELAPSED TIME,Nikolay STANCHEV POSITION,Nikolay STANCHEV LAP TIME,Nikolay STANCHEV ELAPSED TIME,Nicola FRANCESCHINA POSITION,Nicola FRANCESCHINA LAP TIME,Nicola FRANCESCHINA ELAPSED TIME,Michael KOCH POSITION,Michael KOCH LAP TIME,Michael KOCH ELAPSED TIME
1,6.722,6.722,3,7.120,7.120,2,6.999,6.999,4,7.324,7.324
1,9.304,16.025,3,9.242,16.362,2,9.304,16.303,4,9.909,17.232
1,9.152,25.177,3,9.270,25.632,2,9.098,25.401,4,9.644,26.876
1,9.175,34.352,3,9.424,35.055,2,9.110,34.511,4,10.037,36.912
2,9.64,43.985,3,10.05,45.103,1,9.35,43.860,4,10.65,47.560
