Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,Edoardo REGGIANI POSITION,Edoardo REGGIANI LAP TIME,Edoardo REGGIANI ELAPSED TIME,de LAAT Itzhak POSITION,de LAAT Itzhak LAP TIME,de LAAT Itzhak ELAPSED TIME,Tsvetan TSANKOV POSITION,Tsvetan TSANKOV LAP TIME,Tsvetan TSANKOV ELAPSED TIME
1,7.02,7.02,2,7.24,7.24,3,7.35,7.35,4,7.54,7.54
1,9.25,16.27,2,9.14,16.38,3,9.14,16.49,4,9.14,16.68
1,8.95,25.22,2,8.92,25.30,3,8.91,25.40,4,8.88,25.56
1,8.86,34.08,2,8.79,34.09,3,8.78,34.18,4,8.82,34.38
2,9.23,43.310,1,9.09,43.171,3,9.20,43.371,4,9.20,43.578
