Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Chris CREVELING POSITION,Chris CREVELING LAP TIME,Chris CREVELING ELAPSED TIME,Felix SPIEGL POSITION,Felix SPIEGL LAP TIME,Felix SPIEGL ELAPSED TIME
1,6.88,6.88,2,7.03,7.03,3,7.31,7.31,4,7.46,7.46
1,8.84,15.72,2,8.85,15.88,3,8.79,16.10,4,8.93,16.39
1,8.47,24.19,3,8.45,24.33,2,8.22,24.32,4,8.44,24.83
1,8.65,32.84,3,8.69,33.02,2,8.61,32.93,4,8.52,33.35
1,8.86,41.70,3,8.82,41.825,2,8.81,41.74,4,8.61,41.950
