SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME,Julie JUNG POSITION,Julie JUNG LAP TIME,Julie JUNG ELAPSED TIME,MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME,Nina EVTEEVA POSITION,Nina EVTEEVA LAP TIME,Nina EVTEEVA ELAPSED TIME,Agne SEREIKAITE POSITION,Agne SEREIKAITE LAP TIME,Agne SEREIKAITE ELAPSED TIME
2,13.50,13.50,3,13.60,13.60,5,13.87,13.87,4,13.78,13.78,1,13.35,13.35
1,10.58,24.08,3,10.62,24.22,5,10.62,24.49,4,10.57,24.35,2,10.81,24.16
1,10.42,34.50,3,10.50,34.72,5,10.44,34.93,4,10.48,34.83,2,10.46,34.62
1,10.53,45.03,3,10.50,45.22,5,10.47,45.40,4,10.47,45.30,2,10.51,45.13
1,10.48,55.51,3,10.41,55.63,5,10.53,55.93,4,10.46,55.76,2,10.49,55.62
1,9.78,1:05.29,2,9.76,1:05.39,5,9.94,1:05.87,4,9.82,1:05.58,3,9.86,1:05.48
1,9.78,1:15.07,2,9.79,1:15.18,5,10.05,1:15.92,4,9.78,1:15.36,3,9.81,1:15.29
1,9.57,1:24.64,2,9.58,1:24.76,5,10.37,1:26.29,4,9.71,1:25.07,3,9.58,1:24.87
1,9.56,1:34.200,2,9.61,1:34.364,5,10.75,1:37.033,4,9.51,1:34.572,3,9.60,1:34.463
