Viktor KOROLOV POSITION,Viktor KOROLOV LAP TIME,Viktor KOROLOV ELAPSED TIME,Azamat NURMAGAMBETOV POSITION,Azamat NURMAGAMBETOV LAP TIME,Azamat NURMAGAMBETOV ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME
1,13.52,13.52,3,13.77,13.77,4,13.93,13.93,2,13.65,13.65
1,9.80,23.32,3,9.76,23.53,4,9.70,23.63,2,9.74,23.39
1,9.78,33.10,3,9.80,33.33,4,9.81,33.44,2,9.81,33.20
1,9.88,42.98,3,9.85,43.18,4,9.83,43.27,2,9.85,43.05
2,9.93,52.91,3,9.85,53.03,4,9.85,53.12,1,9.68,52.73
3,9.53,1:02.44,4,9.55,1:02.58,2,9.29,1:02.41,1,9.56,1:02.29
3,9.62,1:12.06,4,9.57,1:12.15,2,9.33,1:11.74,1,9.36,1:11.65
4,9.97,1:22.03,3,9.70,1:21.85,2,9.30,1:21.04,1,9.32,1:20.97
4,10.41,1:32.432,3,10.13,1:31.974,2,9.51,1:30.545,1,9.49,1:30.456
