Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,Kasandra BRADETTE POSITION,Kasandra BRADETTE LAP TIME,Kasandra BRADETTE ELAPSED TIME
1,7.18,7.18,3,7.44,7.44,2,7.31,7.31,4,7.48,7.48
1,9.54,16.72,3,9.48,16.92,2,9.51,16.82,4,9.48,16.96
1,9.03,25.75,3,8.99,25.91,2,9.06,25.88,4,9.05,26.01
1,9.21,34.96,4,9.36,35.27,2,9.23,35.11,3,9.15,35.16
1,9.48,44.433,3,9.58,44.847,2,9.43,44.536,4,10.05,45.207
