Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Tina GRASSOW POSITION,Tina GRASSOW LAP TIME,Tina GRASSOW ELAPSED TIME,Tatiana BODOVA POSITION,Tatiana BODOVA LAP TIME,Tatiana BODOVA ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME
1,7.48,7.48,2,7.56,7.56,3,7.70,7.70,4,7.85,7.85
1,9.95,17.43,2,9.97,17.53,3,9.93,17.63,4,9.99,17.84
1,9.25,26.68,2,9.26,26.79,3,9.25,26.88,4,9.38,27.22
1,9.31,35.99,2,9.34,36.13,3,9.33,36.21,4,9.58,36.80
1,9.39,45.372,2,9.34,45.462,3,9.30,45.510,4,10.07,46.869
