Lia STEPANOVA POSITION,Lia STEPANOVA LAP TIME,Lia STEPANOVA ELAPSED TIME,FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,PAPAKONSTANTI Efi POSITION,PAPAKONSTANTI Efi LAP TIME,PAPAKONSTANTI Efi ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME
3,13.21,13.21,1,12.99,12.99,4,13.40,13.40,2,13.10,13.10
3,10.49,23.70,1,10.49,23.48,4,10.43,23.83,2,10.48,23.58
3,10.65,34.35,1,10.65,34.13,4,10.58,34.41,2,10.67,34.25
3,10.21,44.56,1,10.25,44.38,4,10.37,44.78,2,10.22,44.47
3,10.44,55.00,1,10.44,54.82,4,10.34,55.12,2,10.45,54.92
2,10.58,1:05.58,1,10.70,1:05.52,4,10.77,1:05.89,3,10.71,1:05.63
1,10.10,1:15.68,3,10.34,1:15.86,4,10.63,1:16.52,2,10.13,1:15.76
2,10.03,1:25.71,3,9.90,1:25.76,4,10.84,1:27.36,1,9.69,1:25.45
3,10.03,1:35.736,2,9.75,1:35.509,4,11.81,1:39.168,1,9.86,1:35.302
