CHEN Guang POSITION,CHEN Guang LAP TIME,CHEN Guang ELAPSED TIME,Alexandre ST JEAN POSITION,Alexandre ST JEAN LAP TIME,Alexandre ST JEAN ELAPSED TIME,LUI Pan To Barton POSITION,LUI Pan To Barton LAP TIME,LUI Pan To Barton ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME
2,7.02,7.02,1,6.87,6.87,3,7.12,7.12,4,7.26,7.26
2,9.08,16.10,1,9.07,15.94,3,9.14,16.26,4,9.19,16.45
2,8.59,24.69,1,8.70,24.64,3,8.68,24.94,4,8.69,25.14
2,8.76,33.45,1,8.70,33.34,3,8.89,33.83,4,8.82,33.96
2,8.97,42.420,1,9.05,42.385,3,9.08,42.906,4,9.04,42.993
