KIM Min-Jung POSITION,KIM Min-Jung LAP TIME,KIM Min-Jung ELAPSED TIME,Kim de DAPPER POSITION,Kim de DAPPER LAP TIME,Kim de DAPPER ELAPSED TIME,PHILLIPS Crystal POSITION,PHILLIPS Crystal LAP TIME,PHILLIPS Crystal ELAPSED TIME
1,7.636,7.636,2,7.781,7.781,3,7.861,7.861
1,9.941,17.577,2,10.246,18.026,3,10.230,18.090
1,9.659,27.235,2,10.002,28.028,3,10.118,28.208
1,9.961,37.195,3,10.267,38.295,2,10.013,38.220
1,10.48,47.675,3,10.30,48.595,2,10.08,48.293
