Adam FILIPOWICZ POSITION,Adam FILIPOWICZ LAP TIME,Adam FILIPOWICZ ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME,Daisuke UEMURA POSITION,Daisuke UEMURA LAP TIME,Daisuke UEMURA ELAPSED TIME
2,14.50,14.50,4,14.89,14.89,3,14.75,14.75,1,14.37,14.37
2,11.37,25.87,4,11.17,26.06,3,11.30,26.05,1,11.38,25.75
2,10.38,36.25,3,10.35,36.41,4,10.48,36.53,1,10.40,36.15
2,9.98,46.23,4,9.99,46.40,3,9.79,46.32,1,9.97,46.12
2,9.80,56.03,4,9.89,56.29,3,9.83,56.15,1,9.80,55.92
2,9.49,1:05.52,3,9.36,1:05.65,4,9.51,1:05.66,1,9.50,1:05.42
2,9.30,1:14.82,3,9.28,1:14.93,4,9.41,1:15.07,1,9.15,1:14.57
2,9.43,1:24.25,3,9.43,1:24.36,4,9.45,1:24.52,1,9.25,1:23.82
2,9.87,1:34.118,3,9.83,1:34.181,4,9.72,1:34.239,1,9.62,1:33.437
