ZHOU Yang POSITION,ZHOU Yang LAP TIME,ZHOU Yang ELAPSED TIME,YANG Shin-Young POSITION,YANG Shin-Young LAP TIME,YANG Shin-Young ELAPSED TIME,Inna SIMONOVA POSITION,Inna SIMONOVA LAP TIME,Inna SIMONOVA ELAPSED TIME,Olga BELYAKOVA POSITION,Olga BELYAKOVA LAP TIME,Olga BELYAKOVA ELAPSED TIME
1,13.91,13.91,3,14.21,14.21,4,14.32,14.32,2,14.01,14.01
1,11.06,24.97,3,11.03,25.24,4,11.03,25.35,2,11.10,25.11
1,10.67,35.64,3,10.64,35.88,4,10.62,35.97,2,10.65,35.76
1,10.26,45.90,3,10.24,46.12,4,10.24,46.21,2,10.22,45.98
1,10.15,56.05,3,10.07,56.19,4,10.12,56.33,2,10.17,56.15
2,9.84,1:05.89,1,9.62,1:05.81,4,9.97,1:06.30,3,9.89,1:06.04
2,9.41,1:15.30,1,9.36,1:15.17,4,9.91,1:16.21,3,9.40,1:15.44
2,9.70,1:25.00,1,9.72,1:24.89,4,10.70,1:26.91,3,9.67,1:25.11
2,9.80,1:34.800,1,9.89,1:34.778,4,11.97,1:38.879,3,9.85,1:34.957
