Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME,Claudio RINALDI POSITION,Claudio RINALDI LAP TIME,Claudio RINALDI ELAPSED TIME,Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME
3,12.31,12.31,1,12.01,12.01,2,12.15,12.15,4,12.41,12.41
2,9.51,21.82,4,10.19,22.20,1,9.53,21.69,3,9.60,22.02
3,9.39,31.22,2,9.01,31.21,1,9.41,31.11,4,9.36,31.38
3,9.32,40.54,2,9.28,40.50,1,9.26,40.37,4,9.50,40.89
3,9.27,49.82,2,9.26,49.76,1,9.34,49.72,4,9.01,49.91
3,9.32,59.14,1,9.08,58.85,2,9.22,58.94,4,9.36,59.27
2,9.31,1:08.46,3,9.74,1:08.59,1,9.51,1:08.45,4,9.34,1:08.62
3,9.37,1:17.83,1,9.07,1:17.67,2,9.26,1:17.72,4,9.35,1:17.98
2,9.65,1:27.477,3,10.52,1:28.185,1,9.73,1:27.445,0,,DQ
