ZHANG Hui POSITION,ZHANG Hui LAP TIME,ZHANG Hui ELAPSED TIME,Raya ZAHARIEVA POSITION,Raya ZAHARIEVA LAP TIME,Raya ZAHARIEVA ELAPSED TIME,Lia STEPANOVA POSITION,Lia STEPANOVA LAP TIME,Lia STEPANOVA ELAPSED TIME,Lucia PERETTI POSITION,Lucia PERETTI LAP TIME,Lucia PERETTI ELAPSED TIME
4,15.15,15.15,2,14.89,14.89,1,14.77,14.77,3,14.95,14.95
4,11.57,26.72,2,11.57,26.46,1,11.57,26.34,3,11.62,26.57
4,11.88,38.60,2,11.84,38.30,1,11.84,38.18,3,11.86,38.43
4,11.84,50.44,2,11.89,50.19,1,11.90,50.08,3,11.79,50.22
4,10.55,1:00.99,3,10.66,1:00.85,1,10.56,1:00.64,2,10.55,1:00.77
4,11.00,1:11.99,3,10.97,1:11.82,1,10.96,1:11.60,2,10.95,1:11.72
4,10.48,1:22.47,3,10.51,1:22.33,1,10.37,1:21.97,2,10.48,1:22.20
4,10.30,1:32.77,3,10.28,1:32.61,1,10.15,1:32.12,2,10.30,1:32.50
4,10.29,1:43.054,3,10.20,1:42.801,1,10.06,1:42.175,2,10.23,1:42.722
