Ganbat JARGALANCHULUUN POSITION,Ganbat JARGALANCHULUUN LAP TIME,Ganbat JARGALANCHULUUN ELAPSED TIME,Aliaksandr ANTANENKA POSITION,Aliaksandr ANTANENKA LAP TIME,Aliaksandr ANTANENKA ELAPSED TIME,Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,Sebastian PRAUS POSITION,Sebastian PRAUS LAP TIME,Sebastian PRAUS ELAPSED TIME
4,14.197,14.197,3,13.795,13.795,2,13.509,13.509,1,12.852,12.852
4,10.168,24.365,2,9.806,23.600,1,9.921,23.430,3,10.751,23.603
4,10.141,34.506,3,10.318,33.917,1,10.158,33.587,2,10.162,33.764
4,10.507,45.012,3,10.699,44.616,1,10.025,43.611,2,10.281,44.045
4,10.733,55.745,3,9.935,54.550,2,10.654,54.265,1,10.164,54.208
4,10.795,1:06.540,3,9.415,1:03.965,1,9.607,1:03.871,2,9.675,1:03.882
4,11.499,1:18.038,3,9.969,1:13.933,2,9.863,1:13.734,1,9.636,1:13.517
4,11.745,1:29.783,3,9.930,1:23.862,1,9.181,1:22.915,2,9.599,1:23.116
4,12.57,1:42.344,3,10.94,1:34.800,1,9.75,1:32.665,2,9.97,1:33.084
