Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Alyson DUDEK POSITION,Alyson DUDEK LAP TIME,Alyson DUDEK ELAPSED TIME,Valerie MALTAIS POSITION,Valerie MALTAIS LAP TIME,Valerie MALTAIS ELAPSED TIME,ZHAO Nannan POSITION,ZHAO Nannan LAP TIME,ZHAO Nannan ELAPSED TIME
0,13.991,13.991,0,14.105,14.105,0,13.609,13.609,0,13.867,13.867
0,10.405,24.396,0,10.313,24.418,0,10.004,23.614,0,10.265,24.132
0,9.691,34.086,0,9.879,34.297,0,10.062,33.676,0,9.864,33.997
0,10.183,44.269,0,10.073,44.370,0,10.192,43.868,0,10.143,44.139
0,10.019,54.288,0,9.998,54.368,0,9.663,53.530,0,9.977,54.116
0,9.806,1:04.094,0,9.846,1:04.215,0,10.120,1:03.650,0,9.910,1:04.026
0,9.959,1:14.053,0,10.033,1:14.248,0,9.839,1:13.490,0,9.778,1:13.804
0,10.024,1:24.077,0,9.898,1:24.146,0,10.077,1:23.567,0,10.140,1:23.943
0,,,0,,,0,,,0,,
