Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME,LEE Ho-Suk POSITION,LEE Ho-Suk LAP TIME,LEE Ho-Suk ELAPSED TIME,Rudy KOEK POSITION,Rudy KOEK LAP TIME,Rudy KOEK ELAPSED TIME,Andriy KOZHUKH POSITION,Andriy KOZHUKH LAP TIME,Andriy KOZHUKH ELAPSED TIME
1,13.163,13.163,4,13.595,13.595,2,13.329,13.329,3,13.378,13.378
1,10.836,23.998,4,10.792,24.387,3,11.040,24.369,2,10.910,24.287
1,10.918,34.917,4,10.913,35.300,3,10.889,35.258,2,10.836,35.124
1,10.121,45.038,4,10.120,45.420,3,10.125,45.383,2,10.171,45.294
1,9.683,54.721,4,9.806,55.225,3,9.661,55.044,2,9.661,54.955
1,9.460,1:04.181,3,9.247,1:04.473,2,9.351,1:04.395,4,9.862,1:04.817
1,9.355,1:13.536,2,9.394,1:13.867,3,9.486,1:13.880,4,9.772,1:14.589
1,9.316,1:22.852,2,9.166,1:23.033,3,9.200,1:23.080,4,10.263,1:24.852
2,9.548,1:32.400,1,8.772,1:31.804,3,9.699,1:32.779,4,11.119,1:35.971
