CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,LEE Jung Su POSITION,LEE Jung Su LAP TIME,LEE Jung Su ELAPSED TIME,Guillaume BASTILLE POSITION,Guillaume BASTILLE LAP TIME,Guillaume BASTILLE ELAPSED TIME,Sebastian PRAUS POSITION,Sebastian PRAUS LAP TIME,Sebastian PRAUS ELAPSED TIME
4,12.23,12.23,1,11.95,11.95,2,12.05,12.05,3,12.22,12.22
4,9.55,21.79,2,9.64,21.60,1,9.50,21.56,3,9.53,21.76
4,9.45,31.24,1,9.35,30.96,2,9.45,31.01,3,9.42,31.18
4,9.22,40.47,1,9.06,40.02,2,9.30,40.32,3,9.25,40.44
4,8.97,49.45,2,9.33,49.35,1,8.90,49.22,3,9.00,49.44
4,9.00,58.45,1,8.74,58.10,3,9.07,58.30,2,8.85,58.30
4,9.10,1:07.56,1,8.97,1:07.08,2,9.03,1:07.33,3,9.20,1:07.50
3,9.05,1:16.61,1,9.50,1:16.58,2,9.28,1:16.61,4,9.35,1:16.85
3,10.06,1:26.661,1,9.70,1:26.274,0,,DQ,2,9.67,1:26.515
