SARAULT Courtney Lee POSITION,SARAULT Courtney Lee LAP TIME,SARAULT Courtney Lee ELAPSED TIME,PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME,DESMET Hanne POSITION,DESMET Hanne LAP TIME,DESMET Hanne ELAPSED TIME,LI Xuan POSITION,LI Xuan LAP TIME,LI Xuan ELAPSED TIME,KIM Ye Jin POSITION,KIM Ye Jin LAP TIME,KIM Ye Jin ELAPSED TIME
1,13.43,13.43,2,13.54,13.54,3,13.64,13.64,4,13.75,13.75,5,13.96,13.96
1,9.97,23.40,2,9.97,23.51,3,9.98,23.62,4,9.98,23.73,5,9.94,23.90
1,9.68,33.08,2,9.68,33.19,3,9.66,33.28,4,9.66,33.39,5,9.64,33.54
1,9.67,42.75,2,9.65,42.84,3,9.64,42.92,4,9.62,43.01,5,9.67,43.21
1,9.58,52.33,2,9.61,52.45,3,9.61,52.53,4,9.63,52.64,5,9.63,52.84
1,9.41,1:01.74,2,9.38,1:01.83,3,9.39,1:01.92,4,9.38,1:02.02,5,9.77,1:02.61
1,9.49,1:11.23,2,9.49,1:11.32,3,9.50,1:11.42,4,9.52,1:11.54,5,10.39,1:13.00
1,9.47,1:20.70,2,9.45,1:20.77,3,9.46,1:20.88,4,9.47,1:21.01,5,11.20,1:24.20
1,9.51,1:30.21,2,9.49,1:30.26,3,9.46,1:30.34,4,9.53,1:30.544,5,12.18,1:36.383
