Tatiana BODOVA POSITION,Tatiana BODOVA LAP TIME,Tatiana BODOVA ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,Katalin KRISTO POSITION,Katalin KRISTO LAP TIME,Katalin KRISTO ELAPSED TIME,Lana GEHRING POSITION,Lana GEHRING LAP TIME,Lana GEHRING ELAPSED TIME
2,7.53,7.53,1,7.25,7.25,4,8.00,8.00,3,7.93,7.93
2,9.68,17.21,1,9.77,17.02,4,10.25,18.25,3,9.56,17.49
2,9.23,26.44,1,9.34,26.36,4,9.66,27.91,3,9.11,26.60
2,9.31,35.75,1,9.34,35.70,4,9.93,37.84,3,9.26,35.86
2,9.76,45.510,1,9.76,45.455,4,10.18,48.014,3,9.66,45.514
